date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:47:18	91403/91403	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:15%20GMT	https://www.microsoft.com/ar-sa/software-download/windows8ISO?774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows8ISOdb3c.html	(from https://www.microsoft.com/ar-sa/software-download/windows8ISO)
17:47:22	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:20%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows1094f1.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True)
17:47:24	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:22%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&34de222e-6944-44aa-8f45-8e96988880a4=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10b9ab.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True)
17:47:25	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:23%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows101251.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True)
17:47:26	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:24%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10b695.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True)
17:47:27	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:25%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&34de222e-6944-44aa-8f45-8e96988880a4=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10ac9b.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True)
17:47:28	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:26%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10f1f0.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True)
17:47:29	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:27%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10f877.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True)
17:47:30	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:28%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&34de222e-6944-44aa-8f45-8e96988880a4=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10b101.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&34de222e-6944-44aa-8f45-8e96988880a4=True)
17:47:31	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:29%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&34de222e-6944-44aa-8f45-8e96988880a4=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10d153.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&34de222e-6944-44aa-8f45-8e96988880a4=True)
17:47:32	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:30%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10719d.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?36261b60-2f68-4336-abe2-4b00f210b6aa=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True)
